source_column,harmonized_name,label,description,section,dtype,n_tax_years,years_present,first_year,last_year,scope_observed
REXPCD,"",,,,,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
RINCCD,"",,,,,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
RREVCD,"",,,,,20,1991-2010,1991,2010,501C3-CHARITIES|501CE-NONPROFIT
RULEDATE,ruledate,Ruling date (YYYYMM) from IRS,Ruling date: year and month of IRS ruling or determination letter recognizing orgs exempt status (YYYYMM),Other Descriptive Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
RandNum,randnum,Random number between 0 and 1,Random number between 0 and 1 used for creating samples,Miscellaneous,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
SALEOTHE,saleothe,Cost Basis: Sale of Other Assets,"Cost or other basis and sales expenses: other assets Old 990 (DocCD=90): Part I, Line 8b (B) New 990 (DocCD=93): Part VIII Line 7b (ii) 990EZ (DocCD=09 and 92): Part I, Line 5b","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
SALEOTHG,saleothg,Gross Sales of Other Assets,"Gross receipts from sales of other assets Old 990 (DocCD=90): Part I, Line 8a (B) New 990 (DocCD=93): Part VIII Line 7a (ii) 990EZ (DocCD=09 and 92): Part I, Line 5a","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
SALEOTHN,saleothn,Net Gain/Loss: Sale of Other Assets,"Net gain/loss from sales of other assets Old 990 (DocCD=90): Part I, Line 8c (B) New 990 (DocCD=93): Part VIII Line 7c (ii) 990EZ (DocCD=09 and 92): Part I, Line 5c","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
SALES,"",,,,,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
SALESECN,salesecn,Net Gain/Loss: Sale of Securities,"Net gain/loss from sales of securities Old 990 (DocCD=90): Part I, Line 8c (A) New 990 (DocCD=93): Part VIII Line 7c (i) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
SALESEXP,salesexp,Cost Basis: Sale of Securities,"Cost or other basis and sales expenses: securities Old 990 (DocCD=90): Part I, Line 8b (A) New 990 (DocCD=93): Part VIII Line 7b(i) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
SAVINT,savint,Interest Revenue,"Interest on savings and temporary cash investments Old 990 (DocCD=90): Part I, Line 4 New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
SECINC,secinc,Dividends,"Dividends and interest from securities Old 990 (DocCD=90): Part I, Line 5 New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
SECUR,secur,Gross Sales of Securities,"Gross receipts from sales of securities Old 990 (DocCD=90): Part I, Line 8a (A) New 990 (DocCD=93): Part VIII Line 7a(i) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
SEC_NAME,sec_name,Sort Name (Secondary name),Secondary organization name,Other Descriptive Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
SOIYR,soiyr,Starting year,Starting year for org's fiscal year.,Miscellaneous,Character,12,"1997-2002, 2004, 2007-2011",1997,2011,501C3-CHARITIES|501CE-NONPROFIT
SOLICIT,solicit,Fundraising Expenses,"Total fundraising expenses Old 990 (DocCD=90): Part I, Line 15 New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
SOURCE,"",,,,,22,"1989-1998, 2000-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT
SPEVTG,spevtg,Special Events Gross Revenue,"Gross revenue from special events and activities Old 990 (DocCD=90): Part I, Line 9a (right) New 990 (DocCD=93): Sum of Part VIII Line 8a and 9a 990EZ (DocCD=09 and 92): Part I, Line 6a","Revenues, Expenses, and Change in Net Assets",Numeric,16,"1989, 1997-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT
STATE,state,State,Two-letter state abbreviation.,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
STYEAR,styear,Starting Year,"Starting year (yyyy when fiscal year began, which is also the tax form year)",Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
SUBCATEGORY,"",,,,,4,1995-1998,1995,1998,501C3-CHARITIES
SUBSECCD,subseccd,Subsection code,"IRS subsection code (03=501(c)(3), etc.)",Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
TAXPER,taxper,Ending date for tax period,"Ending date for tax period of financial data. Core files for 1997 on are in """"yyyymm"""" format (199412=Dec. 1994). Earlier years use 2-digit year (""""9412"""").",Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
TAXREV4,taxrev4,Total Tax Levies,"Tax revenues levied for organization benefit Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 20, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
TOTLOB,totlob,"Total lobbying: SchA,IV-A","Total lobbying (Sch A, Part VI-A), line 38b",Schedule A,Numeric,12,1999-2010,1999,2010,501C3-CHARITIES|501CE-NONPROFIT
TOTREV,totrev,Total Revenue (calculated),Calculation of total revenue is based on version of Form 990/990EZ (see DocCD) Old 990 (DocCD=90) and Old 990EZ (DocCD=09): calculated as (CONT + PROGREV + DUES + INVINC + NETRENT + SALESECN + SALEOTHN + FUNDINC + GRPROF + OTHINC) New 990 (DocCD=93) and New 990EZ (DocCD=92): calculated as (EXPS + NETINC),"Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
TOTREV2,totrev2,Total Revenue,"Total revenue Old 990 (DocCD=90): Part I, Line 12 New 990 (DocCD=93): Part VIII Line 12 (A) 990EZ (DocCD=09 and 92): Part I, Line 9","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
TempRnaCode,temprnacode,Code for Temporarily restricted net assets,Code for Estimated Temporarily restricted net assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES
TempRnaEstimate,temprnaestimate,Temporarily restricted net assets,Estimated Temporarily restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
TempRnaYr,temprnayr,Year of Temporarily restricted net assets,Year of Estimated Temporarily restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
UnaseoyCode,unaseoycode,Code for Unrestricted net assets,Code for Estimated Unrestricted net assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES
UnaseoyEstimate,unaseoyestimate,Unrestricted net assets,Estimated Unrestricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
UnaseoyYr,unaseoyyr,Year of Unrestricted net assets,Year of Estimated Unrestricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
VBS,"",,,,,12,"1989-1998, 2002, 2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT
VERIFY,verify,Financials have been verified,Financials have been verified,Internal Processing,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
VFB,"",,,,,10,1989-1998,1989,1998,501C3-CHARITIES
VINCEXP,"",,,,,12,"1989-1998, 2002, 2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT
VINCTYPE,"",,,,,10,1989-1998,1989,1998,501C3-CHARITIES
VOK,"",,,,,12,"1989-1998, 2002, 2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT
V_BOYAL,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
V_CONT,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
V_EOYAL,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
V_FB,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
V_FREXP,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
V_GREC,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
V_REVEXP,"",,,,,3,1997-1999,1997,1999,501C3-CHARITIES
Verifyby,"",,,,,3,"2002, 2007, 2009",2002,2009,501C3-CHARITIES|501CE-NONPROFIT
ZIP,zip,Zip code + 4,ZIP code.,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
ZIP5,zip5,"Zip code, 5 digits",First 5 digits of zip code,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
cityOld1,"",,,,,16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT
epostcard,"",,,,,4,2008-2011,2008,2011,501C3-CHARITIES|501CE-NONPROFIT
estTAXPER,"",,,,,8,1989-1996,1989,1996,501CE-NONPROFIT
estp1totrev,"",,,,,6,1991-1996,1991,1996,501CE-NONPROFIT
fincheckv,"",,,,,5,"2002, 2004, 2007, 2009-2010",2002,2010,501C3-CHARITIES|501CE-NONPROFIT
nInvLndCode,ninvlndcode,"","Net Invest- Land, Bldg & Equip Code (Identifies which file the estimate was taken from SOI, Core, etc.)",Supplemental fields (Authorized Users Only),Character,11,1998-2008,1998,2008,501C3-CHARITIES
nInvLndEstimate,ninvlndestimate,"","Net Invest- Land, Bldg & Equip Estimate",Supplemental fields (Authorized Users Only),Numeric,11,1998-2008,1998,2008,501C3-CHARITIES
nInvLndYr,ninvlndyr,"","Net Invest- Land, Bldg & Equip Year (Identifies the Fiscal Year from which the estimate was taken)",Supplemental fields (Authorized Users Only),Numeric,11,1998-2008,1998,2008,501C3-CHARITIES
nteeConf,nteeconf,NTEE confidence rating,NTEE classification confidence rating (A/B/C),Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
nteeFinal,"",,,,,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
nteeFinal1,"",,,,,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
ntmaj10,ntmaj10,NTEE major group (10),10 NTEE major groups,Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
ntmaj12,ntmaj12,NTEE major group (12),12 NTEE major groups: ntmaj10 plus higher education (BH) and hospitals (EH),Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
ntmaj5,ntmaj5,Major subsector,Major subsector (5),Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
p4b_net,p4b_net,Total fund bal - beg of year,Total fund balances or net worth- beginning of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
stateOld1,"",,,,,16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT
v_errorCd,"",,,,,11,1989-1999,1989,1999,501C3-CHARITIES|501CE-NONPROFIT
verfail,"",,,,,3,"2002, 2004, 2006",2002,2006,501C3-CHARITIES|501CE-NONPROFIT
zip5Old1,"",,,,,16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT
zipnew,"",,,,,11,1989-1999,1989,1999,501C3-CHARITIES|501CE-NONPROFIT
